CODLOC,sexo,tramo,personas,sexo_label,tramo_label
15831,1,70-74,1,varones,70-74
15831,1,75-79,1,varones,75-79
15831,1,80-84,1,varones,80-84
15831,1,85-89,0,varones,85-89
15831,1,90-94,0,varones,90-94
15831,1,+95,0,varones,+95
15831,2,0-4,4,mujeres,0-4
15831,2,5-9,6,mujeres,5-9
15831,2,10-14,18,mujeres,10-14
15831,2,15-19,11,mujeres,15-19
15831,2,20-24,6,mujeres,20-24
15831,2,25-29,8,mujeres,25-29
15831,2,30-34,4,mujeres,30-34
15831,2,35-39,4,mujeres,35-39
15831,2,40-44,7,mujeres,40-44
15831,2,45-49,10,mujeres,45-49
15831,2,50-54,3,mujeres,50-54
15831,2,55-59,6,mujeres,55-59
15831,2,60-64,5,mujeres,60-64
15831,2,65-69,2,mujeres,65-69
15831,2,70-74,1,mujeres,70-74
15831,2,75-79,0,mujeres,75-79
15831,2,80-84,0,mujeres,80-84
15831,2,85-89,1,mujeres,85-89
15831,2,90-94,0,mujeres,90-94
15831,2,+95,1,mujeres,+95
15832,1,0-4,9,varones,0-4
15832,1,5-9,19,varones,5-9
15832,1,10-14,17,varones,10-14
15832,1,15-19,21,varones,15-19
15832,1,20-24,8,varones,20-24
15832,1,25-29,8,varones,25-29
15832,1,30-34,9,varones,30-34
15832,1,35-39,10,varones,35-39
15832,1,40-44,8,varones,40-44
15832,1,45-49,4,varones,45-49
15832,1,50-54,5,varones,50-54
15832,1,55-59,2,varones,55-59
15832,1,60-64,8,varones,60-64
15832,1,65-69,4,varones,65-69
15832,1,70-74,5,varones,70-74
15832,1,75-79,2,varones,75-79
15832,1,80-84,3,varones,80-84
15832,1,85-89,0,varones,85-89
15832,1,90-94,0,varones,90-94
15832,1,+95,0,varones,+95
15832,2,0-4,10,mujeres,0-4
15832,2,5-9,12,mujeres,5-9
15832,2,10-14,25,mujeres,10-14
15832,2,15-19,9,mujeres,15-19
15832,2,20-24,4,mujeres,20-24
15832,2,25-29,7,mujeres,25-29
15832,2,30-34,15,mujeres,30-34
15832,2,35-39,6,mujeres,35-39
15832,2,40-44,7,mujeres,40-44
15832,2,45-49,7,mujeres,45-49
15832,2,50-54,5,mujeres,50-54
15832,2,55-59,4,mujeres,55-59
15832,2,60-64,5,mujeres,60-64
15832,2,65-69,2,mujeres,65-69
15832,2,70-74,5,mujeres,70-74
15832,2,75-79,2,mujeres,75-79
15832,2,80-84,1,mujeres,80-84
15832,2,85-89,2,mujeres,85-89
15832,2,90-94,0,mujeres,90-94
15832,2,+95,0,mujeres,+95
15900,1,0-4,326,varones,0-4
15900,1,5-9,385,varones,5-9
15900,1,10-14,355,varones,10-14
15900,1,15-19,337,varones,15-19
15900,1,20-24,253,varones,20-24
15900,1,25-29,278,varones,25-29
15900,1,30-34,275,varones,30-34
15900,1,35-39,284,varones,35-39
15900,1,40-44,260,varones,40-44
15900,1,45-49,316,varones,45-49
15900,1,50-54,257,varones,50-54
15900,1,55-59,255,varones,55-59
15900,1,60-64,220,varones,60-64
15900,1,65-69,192,varones,65-69
15900,1,70-74,139,varones,70-74
15900,1,75-79,98,varones,75-79
15900,1,80-84,62,varones,80-84
15900,1,85-89,24,varones,85-89
15900,1,90-94,2,varones,90-94
15900,1,+95,0,varones,+95
15900,2,0-4,260,mujeres,0-4
15900,2,5-9,296,mujeres,5-9
15900,2,10-14,390,mujeres,10-14
15900,2,15-19,294,mujeres,15-19
15900,2,20-24,254,mujeres,20-24
15900,2,25-29,282,mujeres,25-29
15900,2,30-34,250,mujeres,30-34
15900,2,35-39,237,mujeres,35-39
15900,2,40-44,221,mujeres,40-44
15900,2,45-49,207,mujeres,45-49
15900,2,50-54,204,mujeres,50-54
15900,2,55-59,187,mujeres,55-59
15900,2,60-64,122,mujeres,60-64
15900,2,65-69,124,mujeres,65-69
15900,2,70-74,75,mujeres,70-74
15900,2,75-79,56,mujeres,75-79
15900,2,80-84,42,mujeres,80-84
15900,2,85-89,22,mujeres,85-89
15900,2,90-94,5,mujeres,90-94
15900,2,+95,3,mujeres,+95
15924,1,0-4,5,varones,0-4
15924,1,5-9,6,varones,5-9
15924,1,10-14,3,varones,10-14
15924,1,15-19,3,varones,15-19
15924,1,20-24,4,varones,20-24
15924,1,25-29,3,varones,25-29
15924,1,30-34,4,varones,30-34
15924,1,35-39,9,varones,35-39
15924,1,40-44,5,varones,40-44
15924,1,45-49,6,varones,45-49
15924,1,50-54,9,varones,50-54
15924,1,55-59,6,varones,55-59
15924,1,60-64,7,varones,60-64
15924,1,65-69,3,varones,65-69
15924,1,70-74,2,varones,70-74
15924,1,75-79,2,varones,75-79
15924,1,80-84,0,varones,80-84
15924,1,85-89,1,varones,85-89
15924,1,90-94,1,varones,90-94
15924,1,+95,0,varones,+95
15924,2,0-4,5,mujeres,0-4
15924,2,5-9,4,mujeres,5-9
15924,2,10-14,6,mujeres,10-14
15924,2,15-19,6,mujeres,15-19
15924,2,20-24,5,mujeres,20-24
15924,2,25-29,5,mujeres,25-29
15924,2,30-34,5,mujeres,30-34
15924,2,35-39,5,mujeres,35-39
15924,2,40-44,6,mujeres,40-44
15924,2,45-49,11,mujeres,45-49
15924,2,50-54,4,mujeres,50-54
15924,2,55-59,3,mujeres,55-59
15924,2,60-64,6,mujeres,60-64
15924,2,65-69,4,mujeres,65-69
15924,2,70-74,0,mujeres,70-74
15924,2,75-79,0,mujeres,75-79
15924,2,80-84,0,mujeres,80-84
15924,2,85-89,1,mujeres,85-89
15924,2,90-94,0,mujeres,90-94
15924,2,+95,0,mujeres,+95
15931,1,0-4,6,varones,0-4
15931,1,5-9,4,varones,5-9
15931,1,10-14,8,varones,10-14
15931,1,15-19,10,varones,15-19
15931,1,20-24,2,varones,20-24
15931,1,25-29,0,varones,25-29
15931,1,30-34,1,varones,30-34
15931,1,35-39,2,varones,35-39
15931,1,40-44,1,varones,40-44
15931,1,45-49,2,varones,45-49
15931,1,50-54,3,varones,50-54
15931,1,55-59,1,varones,55-59
15931,1,60-64,1,varones,60-64
15931,1,65-69,0,varones,65-69
15931,1,70-74,2,varones,70-74
15931,1,75-79,1,varones,75-79
15931,1,80-84,0,varones,80-84
15931,1,85-89,0,varones,85-89
15931,1,90-94,0,varones,90-94
15931,1,+95,0,varones,+95
15931,2,0-4,3,mujeres,0-4
15931,2,5-9,2,mujeres,5-9
15931,2,10-14,8,mujeres,10-14
15931,2,15-19,9,mujeres,15-19
15931,2,20-24,1,mujeres,20-24
15931,2,25-29,0,mujeres,25-29
15931,2,30-34,0,mujeres,30-34
15931,2,35-39,6,mujeres,35-39
15931,2,40-44,4,mujeres,40-44
15931,2,45-49,3,mujeres,45-49
15931,2,50-54,0,mujeres,50-54
15931,2,55-59,0,mujeres,55-59
15931,2,60-64,1,mujeres,60-64
15931,2,65-69,0,mujeres,65-69
15931,2,70-74,1,mujeres,70-74
15931,2,75-79,1,mujeres,75-79
15931,2,80-84,0,mujeres,80-84
15931,2,85-89,0,mujeres,85-89
15931,2,90-94,0,mujeres,90-94
15931,2,+95,0,mujeres,+95
15935,1,0-4,8,varones,0-4
15935,1,5-9,10,varones,5-9
15935,1,10-14,7,varones,10-14
15935,1,15-19,5,varones,15-19
15935,1,20-24,8,varones,20-24
15935,1,25-29,5,varones,25-29
15935,1,30-34,3,varones,30-34
15935,1,35-39,4,varones,35-39
15935,1,40-44,4,varones,40-44
15935,1,45-49,5,varones,45-49
15935,1,50-54,4,varones,50-54
15935,1,55-59,9,varones,55-59
15935,1,60-64,5,varones,60-64
15935,1,65-69,2,varones,65-69
15935,1,70-74,3,varones,70-74
15935,1,75-79,0,varones,75-79
15935,1,80-84,1,varones,80-84
15935,1,85-89,1,varones,85-89
15935,1,90-94,0,varones,90-94
15935,1,+95,0,varones,+95
15935,2,0-4,7,mujeres,0-4
15935,2,5-9,10,mujeres,5-9
15935,2,10-14,8,mujeres,10-14
15935,2,15-19,8,mujeres,15-19
15935,2,20-24,9,mujeres,20-24
15935,2,25-29,5,mujeres,25-29
15935,2,30-34,3,mujeres,30-34
15935,2,35-39,0,mujeres,35-39
15935,2,40-44,3,mujeres,40-44
15935,2,45-49,11,mujeres,45-49
15935,2,50-54,2,mujeres,50-54
15935,2,55-59,2,mujeres,55-59
15935,2,60-64,3,mujeres,60-64
15935,2,65-69,0,mujeres,65-69
15935,2,70-74,2,mujeres,70-74
15935,2,75-79,1,mujeres,75-79
15935,2,80-84,1,mujeres,80-84
15935,2,85-89,0,mujeres,85-89
15935,2,90-94,1,mujeres,90-94
15935,2,+95,0,mujeres,+95
15939,1,0-4,30,varones,0-4
15939,1,5-9,23,varones,5-9
15939,1,10-14,23,varones,10-14
15939,1,15-19,11,varones,15-19
15939,1,20-24,17,varones,20-24
15939,1,25-29,12,varones,25-29
15939,1,30-34,12,varones,30-34
15939,1,35-39,14,varones,35-39
15939,1,40-44,6,varones,40-44
15939,1,45-49,8,varones,45-49
15939,1,50-54,3,varones,50-54
15939,1,55-59,9,varones,55-59
15939,1,60-64,7,varones,60-64
15939,1,65-69,6,varones,65-69
15939,1,70-74,3,varones,70-74
15939,1,75-79,3,varones,75-79
15939,1,80-84,4,varones,80-84
15939,1,85-89,1,varones,85-89
15939,1,90-94,2,varones,90-94
15939,1,+95,0,varones,+95
15939,2,0-4,7,mujeres,0-4
15939,2,5-9,17,mujeres,5-9
15939,2,10-14,23,mujeres,10-14
15939,2,15-19,20,mujeres,15-19
15939,2,20-24,19,mujeres,20-24
15939,2,25-29,18,mujeres,25-29
15939,2,30-34,10,mujeres,30-34
15939,2,35-39,6,mujeres,35-39
15939,2,40-44,8,mujeres,40-44
15939,2,45-49,4,mujeres,45-49
15939,2,50-54,5,mujeres,50-54
15939,2,55-59,9,mujeres,55-59
15939,2,60-64,3,mujeres,60-64
15939,2,65-69,2,mujeres,65-69
15939,2,70-74,2,mujeres,70-74
15939,2,75-79,4,mujeres,75-79
15939,2,80-84,3,mujeres,80-84
15939,2,85-89,0,mujeres,85-89
15939,2,90-94,0,mujeres,90-94
15939,2,+95,0,mujeres,+95
15943,1,0-4,6,varones,0-4
15943,1,5-9,7,varones,5-9
15943,1,10-14,9,varones,10-14
15943,1,15-19,7,varones,15-19
15943,1,20-24,5,varones,20-24
15943,1,25-29,12,varones,25-29
15943,1,30-34,4,varones,30-34
15943,1,35-39,7,varones,35-39
15943,1,40-44,7,varones,40-44
15943,1,45-49,6,varones,45-49
15943,1,50-54,8,varones,50-54
15943,1,55-59,2,varones,55-59
15943,1,60-64,3,varones,60-64
15943,1,65-69,2,varones,65-69
15943,1,70-74,1,varones,70-74
15943,1,75-79,0,varones,75-79
15943,1,80-84,0,varones,80-84
15943,1,85-89,0,varones,85-89
15943,1,90-94,0,varones,90-94
15943,1,+95,0,varones,+95
15943,2,0-4,6,mujeres,0-4
15943,2,5-9,9,mujeres,5-9
15943,2,10-14,11,mujeres,10-14
15943,2,15-19,7,mujeres,15-19
15943,2,20-24,12,mujeres,20-24
15943,2,25-29,8,mujeres,25-29
15943,2,30-34,6,mujeres,30-34
15943,2,35-39,8,mujeres,35-39
15943,2,40-44,5,mujeres,40-44
15943,2,45-49,13,mujeres,45-49
15943,2,50-54,6,mujeres,50-54
15943,2,55-59,3,mujeres,55-59
15943,2,60-64,1,mujeres,60-64
15943,2,65-69,2,mujeres,65-69
15943,2,70-74,0,mujeres,70-74
15943,2,75-79,1,mujeres,75-79
15943,2,80-84,0,mujeres,80-84
15943,2,85-89,0,mujeres,85-89
15943,2,90-94,0,mujeres,90-94
15943,2,+95,0,mujeres,+95
15944,1,0-4,6,varones,0-4
15944,1,5-9,8,varones,5-9
15944,1,10-14,5,varones,10-14
15944,1,15-19,4,varones,15-19
15944,1,20-24,5,varones,20-24
15944,1,25-29,3,varones,25-29
15944,1,30-34,3,varones,30-34
15944,1,35-39,6,varones,35-39
15944,1,40-44,4,varones,40-44
15944,1,45-49,5,varones,45-49
15944,1,50-54,4,varones,50-54
15944,1,55-59,0,varones,55-59
15944,1,60-64,2,varones,60-64
15944,1,65-69,5,varones,65-69
15944,1,70-74,0,varones,70-74
15944,1,75-79,0,varones,75-79
15944,1,80-84,1,varones,80-84
15944,1,85-89,0,varones,85-89
15944,1,90-94,0,varones,90-94
15944,1,+95,0,varones,+95
15944,2,0-4,6,mujeres,0-4
15944,2,5-9,6,mujeres,5-9
15944,2,10-14,11,mujeres,10-14
15944,2,15-19,8,mujeres,15-19
15944,2,20-24,5,mujeres,20-24
15944,2,25-29,1,mujeres,25-29
15944,2,30-34,5,mujeres,30-34
15944,2,35-39,3,mujeres,35-39
15944,2,40-44,4,mujeres,40-44
15944,2,45-49,2,mujeres,45-49
15944,2,50-54,1,mujeres,50-54
15944,2,55-59,3,mujeres,55-59
15944,2,60-64,3,mujeres,60-64
15944,2,65-69,0,mujeres,65-69
15944,2,70-74,0,mujeres,70-74
15944,2,75-79,2,mujeres,75-79
15944,2,80-84,0,mujeres,80-84
15944,2,85-89,3,mujeres,85-89
15944,2,90-94,0,mujeres,90-94
15944,2,+95,0,mujeres,+95
15945,1,0-4,4,varones,0-4
15945,1,5-9,9,varones,5-9
15945,1,10-14,6,varones,10-14
15945,1,15-19,7,varones,15-19
15945,1,20-24,2,varones,20-24
15945,1,25-29,5,varones,25-29
15945,1,30-34,5,varones,30-34
15945,1,35-39,1,varones,35-39
15945,1,40-44,4,varones,40-44
15945,1,45-49,2,varones,45-49
15945,1,50-54,4,varones,50-54
15945,1,55-59,0,varones,55-59
15945,1,60-64,0,varones,60-64
15945,1,65-69,2,varones,65-69
15945,1,70-74,4,varones,70-74
15945,1,75-79,3,varones,75-79
15945,1,80-84,0,varones,80-84
15945,1,85-89,0,varones,85-89
15945,1,90-94,0,varones,90-94
15945,1,+95,0,varones,+95
15945,2,0-4,9,mujeres,0-4
15945,2,5-9,8,mujeres,5-9
15945,2,10-14,8,mujeres,10-14
15945,2,15-19,3,mujeres,15-19
15945,2,20-24,5,mujeres,20-24
15945,2,25-29,7,mujeres,25-29
15945,2,30-34,5,mujeres,30-34
15945,2,35-39,1,mujeres,35-39
15945,2,40-44,3,mujeres,40-44
15945,2,45-49,4,mujeres,45-49
15945,2,50-54,1,mujeres,50-54
15945,2,55-59,4,mujeres,55-59
15945,2,60-64,3,mujeres,60-64
15945,2,65-69,0,mujeres,65-69
15945,2,70-74,0,mujeres,70-74
15945,2,75-79,0,mujeres,75-79
15945,2,80-84,0,mujeres,80-84
15945,2,85-89,0,mujeres,85-89
15945,2,90-94,0,mujeres,90-94
15945,2,+95,1,mujeres,+95
15946,1,0-4,9,varones,0-4
15946,1,5-9,17,varones,5-9
15946,1,10-14,19,varones,10-14
15946,1,15-19,13,varones,15-19
15946,1,20-24,9,varones,20-24
15946,1,25-29,5,varones,25-29
15946,1,30-34,7,varones,30-34
15946,1,35-39,7,varones,35-39
15946,1,40-44,7,varones,40-44
15946,1,45-49,4,varones,45-49
15946,1,50-54,7,varones,50-54
15946,1,55-59,4,varones,55-59
15946,1,60-64,4,varones,60-64
15946,1,65-69,2,varones,65-69
15946,1,70-74,8,varones,70-74
15946,1,75-79,0,varones,75-79
15946,1,80-84,0,varones,80-84
15946,1,85-89,0,varones,85-89
15946,1,90-94,0,varones,90-94
15946,1,+95,0,varones,+95
15946,2,0-4,13,mujeres,0-4
15946,2,5-9,15,mujeres,5-9
15946,2,10-14,10,mujeres,10-14
15946,2,15-19,8,mujeres,15-19
15946,2,20-24,8,mujeres,20-24
15946,2,25-29,8,mujeres,25-29
15946,2,30-34,5,mujeres,30-34
15946,2,35-39,6,mujeres,35-39
15946,2,40-44,6,mujeres,40-44
15946,2,45-49,7,mujeres,45-49
15946,2,50-54,4,mujeres,50-54
15946,2,55-59,0,mujeres,55-59
15946,2,60-64,5,mujeres,60-64
15946,2,65-69,3,mujeres,65-69
15946,2,70-74,0,mujeres,70-74
15946,2,75-79,2,mujeres,75-79
15946,2,80-84,0,mujeres,80-84
15946,2,85-89,1,mujeres,85-89
15946,2,90-94,0,mujeres,90-94
15946,2,+95,0,mujeres,+95
15949,1,0-4,28,varones,0-4
15949,1,5-9,51,varones,5-9
15949,1,10-14,49,varones,10-14
15949,1,15-19,35,varones,15-19
15949,1,20-24,23,varones,20-24
15949,1,25-29,20,varones,25-29
15949,1,30-34,25,varones,30-34
15949,1,35-39,24,varones,35-39
15949,1,40-44,17,varones,40-44
15949,1,45-49,23,varones,45-49
15949,1,50-54,34,varones,50-54
15949,1,55-59,12,varones,55-59
15949,1,60-64,11,varones,60-64
15949,1,65-69,6,varones,65-69
15949,1,70-74,9,varones,70-74
15949,1,75-79,3,varones,75-79
15949,1,80-84,4,varones,80-84
15949,1,85-89,2,varones,85-89
15949,1,90-94,0,varones,90-94
15949,1,+95,0,varones,+95
15949,2,0-4,29,mujeres,0-4
15949,2,5-9,40,mujeres,5-9
15949,2,10-14,35,mujeres,10-14
15949,2,15-19,33,mujeres,15-19
15949,2,20-24,29,mujeres,20-24
15949,2,25-29,28,mujeres,25-29
15949,2,30-34,21,mujeres,30-34
15949,2,35-39,20,mujeres,35-39
15949,2,40-44,24,mujeres,40-44
15949,2,45-49,21,mujeres,45-49
15949,2,50-54,24,mujeres,50-54
15949,2,55-59,13,mujeres,55-59
15949,2,60-64,10,mujeres,60-64
15949,2,65-69,8,mujeres,65-69
15949,2,70-74,7,mujeres,70-74
15949,2,75-79,9,mujeres,75-79
15949,2,80-84,3,mujeres,80-84
15949,2,85-89,2,mujeres,85-89
15949,2,90-94,0,mujeres,90-94
15949,2,+95,1,mujeres,+95
15950,1,0-4,7,varones,0-4
15950,1,5-9,9,varones,5-9
15950,1,10-14,7,varones,10-14
15950,1,15-19,7,varones,15-19
15950,1,20-24,2,varones,20-24
15950,1,25-29,4,varones,25-29
15950,1,30-34,4,varones,30-34
15950,1,35-39,2,varones,35-39
15950,1,40-44,6,varones,40-44
15950,1,45-49,7,varones,45-49
15950,1,50-54,5,varones,50-54
15950,1,55-59,0,varones,55-59
15950,1,60-64,2,varones,60-64
15950,1,65-69,3,varones,65-69
15950,1,70-74,2,varones,70-74
15950,1,75-79,0,varones,75-79
15950,1,80-84,2,varones,80-84
15950,1,85-89,0,varones,85-89
15950,1,90-94,1,varones,90-94
15950,1,+95,0,varones,+95
15950,2,0-4,4,mujeres,0-4
15950,2,5-9,8,mujeres,5-9
15950,2,10-14,10,mujeres,10-14
15950,2,15-19,12,mujeres,15-19
15950,2,20-24,2,mujeres,20-24
15950,2,25-29,8,mujeres,25-29
15950,2,30-34,3,mujeres,30-34
15950,2,35-39,7,mujeres,35-39
15950,2,40-44,4,mujeres,40-44
15950,2,45-49,5,mujeres,45-49
15950,2,50-54,0,mujeres,50-54
15950,2,55-59,4,mujeres,55-59
15950,2,60-64,2,mujeres,60-64
15950,2,65-69,2,mujeres,65-69
15950,2,70-74,1,mujeres,70-74
15950,2,75-79,1,mujeres,75-79
15950,2,80-84,2,mujeres,80-84
15950,2,85-89,0,mujeres,85-89
15950,2,90-94,0,mujeres,90-94
15950,2,+95,0,mujeres,+95
15957,1,0-4,2,varones,0-4
15957,1,5-9,2,varones,5-9
15957,1,10-14,3,varones,10-14
15957,1,15-19,3,varones,15-19
15957,1,20-24,2,varones,20-24
15957,1,25-29,2,varones,25-29
15957,1,30-34,2,varones,30-34
15957,1,35-39,3,varones,35-39
15957,1,40-44,2,varones,40-44
15957,1,45-49,6,varones,45-49
15957,1,50-54,6,varones,50-54
15957,1,55-59,0,varones,55-59
15957,1,60-64,1,varones,60-64
15957,1,65-69,1,varones,65-69
15957,1,70-74,1,varones,70-74
15957,1,75-79,0,varones,75-79
15957,1,80-84,0,varones,80-84
15957,1,85-89,0,varones,85-89
15957,1,90-94,0,varones,90-94
15957,1,+95,0,varones,+95
15957,2,0-4,3,mujeres,0-4
15957,2,5-9,3,mujeres,5-9
15957,2,10-14,1,mujeres,10-14
15957,2,15-19,2,mujeres,15-19
15957,2,20-24,2,mujeres,20-24
15957,2,25-29,3,mujeres,25-29
15957,2,30-34,1,mujeres,30-34
15957,2,35-39,2,mujeres,35-39
15957,2,40-44,1,mujeres,40-44
15957,2,45-49,2,mujeres,45-49
15957,2,50-54,3,mujeres,50-54
15957,2,55-59,2,mujeres,55-59
15957,2,60-64,1,mujeres,60-64
15957,2,65-69,0,mujeres,65-69
15957,2,70-74,1,mujeres,70-74
15957,2,75-79,0,mujeres,75-79
15957,2,80-84,0,mujeres,80-84
15957,2,85-89,1,mujeres,85-89
15957,2,90-94,0,mujeres,90-94
15957,2,+95,0,mujeres,+95
15959,1,0-4,5,varones,0-4
15959,1,5-9,23,varones,5-9
15959,1,10-14,18,varones,10-14
15959,1,15-19,6,varones,15-19
15959,1,20-24,4,varones,20-24
15959,1,25-29,6,varones,25-29
15959,1,30-34,8,varones,30-34
15959,1,35-39,6,varones,35-39
15959,1,40-44,4,varones,40-44
15959,1,45-49,2,varones,45-49
15959,1,50-54,0,varones,50-54
15959,1,55-59,6,varones,55-59
15959,1,60-64,1,varones,60-64
15959,1,65-69,0,varones,65-69
15959,1,70-74,2,varones,70-74
15959,1,75-79,0,varones,75-79
15959,1,80-84,0,varones,80-84
15959,1,85-89,0,varones,85-89
15959,1,90-94,0,varones,90-94
15959,1,+95,0,varones,+95
15959,2,0-4,9,mujeres,0-4
15959,2,5-9,12,mujeres,5-9
15959,2,10-14,10,mujeres,10-14
15959,2,15-19,10,mujeres,15-19
15959,2,20-24,4,mujeres,20-24
15959,2,25-29,7,mujeres,25-29
15959,2,30-34,9,mujeres,30-34
15959,2,35-39,5,mujeres,35-39
15959,2,40-44,2,mujeres,40-44
15959,2,45-49,3,mujeres,45-49
15959,2,50-54,4,mujeres,50-54
15959,2,55-59,0,mujeres,55-59
15959,2,60-64,1,mujeres,60-64
15959,2,65-69,0,mujeres,65-69
15959,2,70-74,1,mujeres,70-74
15959,2,75-79,2,mujeres,75-79
15959,2,80-84,1,mujeres,80-84
15959,2,85-89,0,mujeres,85-89
15959,2,90-94,0,mujeres,90-94
15959,2,+95,0,mujeres,+95
15965,1,0-4,22,varones,0-4
15965,1,5-9,21,varones,5-9
15965,1,10-14,38,varones,10-14
15965,1,15-19,20,varones,15-19
15965,1,20-24,12,varones,20-24
15965,1,25-29,21,varones,25-29
15965,1,30-34,18,varones,30-34
15965,1,35-39,16,varones,35-39
15965,1,40-44,15,varones,40-44
15965,1,45-49,11,varones,45-49
15965,1,50-54,11,varones,50-54
15965,1,55-59,10,varones,55-59
15965,1,60-64,7,varones,60-64
15965,1,65-69,9,varones,65-69
15965,1,70-74,3,varones,70-74
15965,1,75-79,6,varones,75-79
15965,1,80-84,4,varones,80-84
15965,1,85-89,1,varones,85-89
15965,1,90-94,2,varones,90-94
15965,1,+95,0,varones,+95
15965,2,0-4,18,mujeres,0-4
15965,2,5-9,24,mujeres,5-9
15965,2,10-14,15,mujeres,10-14
15965,2,15-19,29,mujeres,15-19
15965,2,20-24,23,mujeres,20-24
15965,2,25-29,22,mujeres,25-29
15965,2,30-34,15,mujeres,30-34
15965,2,35-39,14,mujeres,35-39
15965,2,40-44,9,mujeres,40-44
15965,2,45-49,15,mujeres,45-49
15965,2,50-54,8,mujeres,50-54
15965,2,55-59,13,mujeres,55-59
15965,2,60-64,7,mujeres,60-64
15965,2,65-69,10,mujeres,65-69
15965,2,70-74,3,mujeres,70-74
15965,2,75-79,2,mujeres,75-79
15965,2,80-84,4,mujeres,80-84
15965,2,85-89,3,mujeres,85-89
15965,2,90-94,0,mujeres,90-94
15965,2,+95,0,mujeres,+95
15966,1,0-4,31,varones,0-4
15966,1,5-9,29,varones,5-9
15966,1,10-14,47,varones,10-14
15966,1,15-19,34,varones,15-19
15966,1,20-24,33,varones,20-24
15966,1,25-29,28,varones,25-29
15966,1,30-34,19,varones,30-34
15966,1,35-39,39,varones,35-39
15966,1,40-44,26,varones,40-44
15966,1,45-49,17,varones,45-49
15966,1,50-54,10,varones,50-54
15966,1,55-59,13,varones,55-59
15966,1,60-64,15,varones,60-64
15966,1,65-69,8,varones,65-69
15966,1,70-74,7,varones,70-74
15966,1,75-79,7,varones,75-79
15966,1,80-84,6,varones,80-84
15966,1,85-89,1,varones,85-89
15966,1,90-94,1,varones,90-94
15966,1,+95,0,varones,+95
15966,2,0-4,42,mujeres,0-4
15966,2,5-9,32,mujeres,5-9
15966,2,10-14,48,mujeres,10-14
15966,2,15-19,44,mujeres,15-19
15966,2,20-24,30,mujeres,20-24
15966,2,25-29,25,mujeres,25-29
15966,2,30-34,23,mujeres,30-34
15966,2,35-39,36,mujeres,35-39
15966,2,40-44,16,mujeres,40-44
15966,2,45-49,18,mujeres,45-49
15966,2,50-54,11,mujeres,50-54
15966,2,55-59,12,mujeres,55-59
15966,2,60-64,16,mujeres,60-64
15966,2,65-69,5,mujeres,65-69
15966,2,70-74,6,mujeres,70-74
15966,2,75-79,6,mujeres,75-79
15966,2,80-84,4,mujeres,80-84
15966,2,85-89,2,mujeres,85-89
15966,2,90-94,2,mujeres,90-94
15966,2,+95,1,mujeres,+95
15969,1,0-4,1,varones,0-4
15969,1,5-9,0,varones,5-9
15969,1,10-14,0,varones,10-14
15969,1,15-19,0,varones,15-19
15969,1,20-24,0,varones,20-24
15969,1,25-29,0,varones,25-29
15969,1,30-34,0,varones,30-34
15969,1,35-39,1,varones,35-39
15969,1,40-44,1,varones,40-44
15969,1,45-49,0,varones,45-49
15969,1,50-54,1,varones,50-54
15969,1,55-59,2,varones,55-59
15969,1,60-64,2,varones,60-64
15969,1,65-69,2,varones,65-69
15969,1,70-74,2,varones,70-74
15969,1,75-79,0,varones,75-79
15969,1,80-84,1,varones,80-84
15969,1,85-89,0,varones,85-89
15969,1,90-94,0,varones,90-94
15969,1,+95,0,varones,+95
15969,2,0-4,0,mujeres,0-4
15969,2,5-9,0,mujeres,5-9
15969,2,10-14,0,mujeres,10-14
15969,2,15-19,1,mujeres,15-19
15969,2,20-24,0,mujeres,20-24
15969,2,25-29,0,mujeres,25-29
15969,2,30-34,1,mujeres,30-34
15969,2,35-39,0,mujeres,35-39
15969,2,40-44,1,mujeres,40-44
15969,2,45-49,0,mujeres,45-49
15969,2,50-54,0,mujeres,50-54
15969,2,55-59,1,mujeres,55-59
15969,2,60-64,2,mujeres,60-64
15969,2,65-69,0,mujeres,65-69
15969,2,70-74,0,mujeres,70-74
15969,2,75-79,0,mujeres,75-79
15969,2,80-84,0,mujeres,80-84
15969,2,85-89,0,mujeres,85-89
15969,2,90-94,0,mujeres,90-94
15969,2,+95,0,mujeres,+95
15970,1,0-4,19,varones,0-4
15970,1,5-9,30,varones,5-9
15970,1,10-14,17,varones,10-14
15970,1,15-19,25,varones,15-19
15970,1,20-24,23,varones,20-24
15970,1,25-29,21,varones,25-29
15970,1,30-34,15,varones,30-34
15970,1,35-39,12,varones,35-39
15970,1,40-44,12,varones,40-44
15970,1,45-49,11,varones,45-49
15970,1,50-54,7,varones,50-54
15970,1,55-59,11,varones,55-59
15970,1,60-64,10,varones,60-64
15970,1,65-69,5,varones,65-69
15970,1,70-74,6,varones,70-74
15970,1,75-79,0,varones,75-79
15970,1,80-84,5,varones,80-84
15970,1,85-89,0,varones,85-89
15970,1,90-94,0,varones,90-94
15970,1,+95,0,varones,+95
15970,2,0-4,37,mujeres,0-4
15970,2,5-9,24,mujeres,5-9
15970,2,10-14,30,mujeres,10-14
15970,2,15-19,25,mujeres,15-19
15970,2,20-24,24,mujeres,20-24
15970,2,25-29,17,mujeres,25-29
15970,2,30-34,15,mujeres,30-34
15970,2,35-39,11,mujeres,35-39
15970,2,40-44,10,mujeres,40-44
15970,2,45-49,10,mujeres,45-49
15970,2,50-54,7,mujeres,50-54
15970,2,55-59,6,mujeres,55-59
